Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
61272290,05/26/2024 06:11:26 PM,05/30/2024 01:32:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,5057 FLATBUSH AVENUE,FLATBUSH AVENUE,BELT PARKWAY EXIT   11 SOUTH EB,AVIATION ROAD,BELT PARKWAY EXIT   11 SOUTH EB,AVIATION ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/29/2024 01:22:19 PM,56 BROOKLYN,3085910075.0,BROOKLYN,1013236.0,152592.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58545851474717,-73.89564265192575,"(40.585458514747174, -73.89564265192575)",13825.0,33.0,2.0,8.0,38.0,38.0,2024
61273360,05/26/2024 05:59:32 PM,05/29/2024 10:51:35 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11220.0,574 48 STREET,48 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,48 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/28/2024 10:37:27 AM,07 BROOKLYN,3007750044.0,BROOKLYN,982123.0,174383.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64531743546381,-74.00766463672855,"(40.64531743546381, -74.00766463672855)",18180.0,9.0,2.0,7.0,45.0,45.0,2024
61278646,05/26/2024 12:18:56 PM,05/30/2024 01:37:13 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10303.0,24 LOCKMAN AVENUE,LOCKMAN AVENUE,RICHMOND TERRACE,LOCKMAN PLACE,RICHMOND TERRACE,LOCKMAN PLACE,ADDRESS,STATEN ISLAND,LOCKMAN AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/27/2024 03:47:28 PM,01 STATEN ISLAND,5012370083.0,STATEN ISLAND,939477.0,171394.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63700036727613,-74.1613193242986,"(40.63700036727613, -74.1613193242986)",10371.0,4.0,1.0,13.0,75.0,75.0,2024
61267828,05/25/2024 09:50:20 PM,05/30/2024 01:37:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10303.0,12 LOCKMAN AVENUE,LOCKMAN AVENUE,RICHMOND TERRACE,LOCKMAN PLACE,RICHMOND TERRACE,LOCKMAN PLACE,ADDRESS,STATEN ISLAND,LOCKMAN AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/27/2024 03:43:02 PM,01 STATEN ISLAND,5012370077.0,STATEN ISLAND,939482.0,171486.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63725291250819,-74.16130191948206,"(40.63725291250819, -74.16130191948206)",10371.0,4.0,1.0,13.0,75.0,75.0,2024
61263287,05/25/2024 02:11:31 PM,05/28/2024 11:22:58 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10466.0,4112 BOYD AVENUE,BOYD AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,BRONX,BOYD AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/28/2024 04:46:58 AM,12 BRONX,2050040043.0,BRONX,1025718.0,264308.0,ONLINE,Unspecified,BRONX,,,,,,,,40.89204082044609,-73.85001552849046,"(40.89204082044609, -73.85001552849046)",11275.0,29.0,5.0,2.0,30.0,30.0,2024
61253880,05/24/2024 06:33:40 PM,05/29/2024 03:55:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11362.0,64-03 251 STREET,251 STREET,64 AVENUE,CULLMAN AVENUE,64 AVENUE,CULLMAN AVENUE,ADDRESS,LITTLE NECK,251 STREET,,Closed,,The Department of Sanitation removed the items.,05/25/2024 04:29:56 AM,11 QUEENS,4083730056.0,QUEENS,1059996.0,214435.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75492660661627,-73.72659999113417,"(40.75492660661627, -73.72659999113417)",14197.0,26.0,3.0,16.0,69.0,69.0,2024
61256592,05/24/2024 03:51:53 PM,05/29/2024 03:52:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11423.0,102-30 189 STREET,189 STREET,HENDERSON AVENUE,104 AVENUE,HENDERSON AVENUE,104 AVENUE,ADDRESS,HOLLIS,189 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/25/2024 06:44:55 AM,12 QUEENS,4103670269.0,QUEENS,1048380.0,197263.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70788572203844,-73.76869060352004,"(40.70788572203844, -73.76869060352004)",24332.0,41.0,3.0,6.0,61.0,61.0,2024
61256591,05/24/2024 01:11:13 PM,05/25/2024 02:29:03 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,8639 25 AVENUE,25 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,25 AVENUE,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/25/2024 10:09:22 AM,11 BROOKLYN,3068670024.0,BROOKLYN,987576.0,156821.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59711304014802,-73.98802342367172,"(40.59711304014802, -73.98802342367172)",17616.0,1.0,2.0,45.0,37.0,37.0,2024
61257930,05/24/2024 08:52:57 AM,05/25/2024 02:28:59 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,25 AVENUE,25 AVENUE,25 AVENUE,86 STREET,25 AVENUE,86 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/25/2024 10:10:04 AM,11 BROOKLYN,,BROOKLYN,987807.0,157117.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59792541065973,-73.98719146111726,"(40.597925410659734, -73.98719146111726)",17616.0,1.0,2.0,45.0,37.0,37.0,2024
61259303,05/24/2024 08:16:17 AM,05/25/2024 02:28:55 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,8638 25 AVENUE,25 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,25 AVENUE,,Closed,,The Department of Sanitation removed the items.,05/25/2024 10:07:49 AM,11 BROOKLYN,3068660059.0,BROOKLYN,987575.0,156829.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5971349989082,-73.98802702062915,"(40.5971349989082, -73.98802702062915)",17616.0,1.0,2.0,45.0,37.0,37.0,2024
61260666,05/24/2024 07:03:24 AM,05/24/2024 12:49:54 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11377.0,39-67 65 STREET,65 STREET,65 PLACE,WOODSIDE AVENUE,65 PLACE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,65 STREET,,Closed,,The Department of Sanitation removed the items.,05/24/2024 10:10:15 AM,02 QUEENS,4012970001.0,QUEENS,1012183.0,210954.0,PHONE,Unspecified,QUEENS,,,,,,,,40.745652469116095,-73.89919192254347,"(40.745652469116095, -73.89919192254347)",14787.0,53.0,3.0,33.0,66.0,66.0,2024
61252503,05/24/2024 07:02:29 AM,05/25/2024 02:28:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,25 AVENUE,25 AVENUE,25 AVENUE,86 STREET,25 AVENUE,86 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/25/2024 10:09:59 AM,11 BROOKLYN,,BROOKLYN,987807.0,157117.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59792541065973,-73.98719146111726,"(40.597925410659734, -73.98719146111726)",17616.0,1.0,2.0,45.0,37.0,37.0,2024
61239445,05/22/2024 11:31:36 AM,05/24/2024 01:02:59 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,985 TODT HILL ROAD,TODT HILL ROAD,WINDY HOLLOW WAY,VALLEY ROAD,WINDY HOLLOW WAY,VALLEY ROAD,ADDRESS,STATEN ISLAND,TODT HILL ROAD,,Closed,,The Department of Sanitation removed the items.,05/24/2024 05:40:00 AM,02 STATEN ISLAND,5008980103.0,STATEN ISLAND,953589.0,152995.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58655903324507,-74.1103896180245,"(40.58655903324507, -74.1103896180245)",10691.0,30.0,1.0,14.0,76.0,76.0,2024
61225866,05/21/2024 11:44:56 PM,05/22/2024 07:39:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11373.0,88-21 54 AVENUE,54 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,54 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/22/2024 03:17:53 AM,04 QUEENS,4018390047.0,QUEENS,1018909.0,207839.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73707877509324,-73.87493437899619,"(40.73707877509324, -73.87493437899619)",14784.0,66.0,3.0,5.0,68.0,68.0,2024
61225823,05/21/2024 05:31:07 PM,05/22/2024 07:41:29 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,49 STREET,49 STREET,49 STREET,SKILLMAN AVENUE,49 STREET,SKILLMAN AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/22/2024 09:19:40 AM,02 QUEENS,,QUEENS,1007738.0,211166.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74624727895461,-73.91523283892349,"(40.74624727895461, -73.91523283892349)",16861.0,53.0,3.0,33.0,66.0,66.0,2024
61225824,05/21/2024 04:15:22 PM,05/22/2024 07:40:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,39-78 49 STREET,49 STREET,39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,ADDRESS,SUNNYSIDE,49 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/22/2024 09:18:51 AM,02 QUEENS,4001330069.0,QUEENS,1007767.0,211372.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7468126199181,-73.91512745894173,"(40.7468126199181, -73.91512745894173)",16861.0,53.0,3.0,33.0,66.0,66.0,2024
61221791,05/21/2024 05:34:40 AM,05/22/2024 12:50:31 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,WILLOWBROOK ROAD,WILLOWBROOK ROAD,WILLOWBROOK ROAD,WOOLLEY AVENUE,WILLOWBROOK ROAD,WOOLLEY AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/21/2024 12:45:09 PM,02 STATEN ISLAND,,STATEN ISLAND,945246.0,159022.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.60306912953437,-74.1404618925272,"(40.60306912953437, -74.1404618925272)",10700.0,30.0,1.0,14.0,75.0,75.0,2024
61225834,05/21/2024 04:47:18 AM,05/21/2024 07:28:36 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11378.0,55 DRIVE,55 DRIVE,55 DRIVE,64 STREET,55 DRIVE,64 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,05/21/2024 11:25:34 AM,05 QUEENS,,QUEENS,1011474.0,203646.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72559603613838,-73.90178021984359,"(40.72559603613838, -73.90178021984359)",14788.0,54.0,3.0,34.0,62.0,62.0,2024
61210837,05/20/2024 03:09:37 PM,05/21/2024 02:37:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10302.0,1566 FOREST AVENUE,FOREST AVENUE,MARIANNE STREET,CRYSTAL AVENUE,MARIANNE STREET,CRYSTAL AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,,Closed,,The Department of Sanitation removed the items.,05/20/2024 04:13:48 PM,01 STATEN ISLAND,5014350064.0,STATEN ISLAND,945175.0,166839.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62452484041589,-74.14076281479772,"(40.62452484041589, -74.14076281479772)",10370.0,4.0,1.0,14.0,75.0,75.0,2024
61213624,05/20/2024 11:03:16 AM,05/21/2024 02:37:17 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10302.0,1520 FOREST AVENUE,FOREST AVENUE,MARIANNE STREET,CRYSTAL AVENUE,MARIANNE STREET,CRYSTAL AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,,Closed,,The Department of Sanitation removed the items.,05/20/2024 04:12:18 PM,01 STATEN ISLAND,5003940001.0,STATEN ISLAND,945622.0,166771.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62434015519512,-74.1391521666317,"(40.62434015519512, -74.1391521666317)",10370.0,4.0,1.0,14.0,75.0,75.0,2024
61210836,05/20/2024 09:23:50 AM,05/21/2024 12:28:12 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10032.0,3828 BROADWAY,BROADWAY,FORT WASHINGTON AVENUE,WEST  160 STREET,FORT WASHINGTON AVENUE,WEST  160 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/20/2024 09:47:32 PM,12 MANHATTAN,1021180007.0,MANHATTAN,999821.0,243720.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83561670402794,-73.94372946420246,"(40.83561670402794, -73.94372946420246)",13090.0,47.0,4.0,23.0,21.0,21.0,2024
61217622,05/20/2024 08:35:53 AM,05/21/2024 12:27:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10032.0,BROADWAY,BROADWAY,MARGARITA CORREA SANTANA WAY,WEST  160 STREET,MARGARITA CORREA SANTANA WAY,WEST  160 STREET,BLOCKFACE,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/20/2024 12:24:09 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,,2024
61209530,05/20/2024 08:13:46 AM,05/21/2024 12:26:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10032.0,BROADWAY,BROADWAY,BROADWAY,WEST  159 STREET,BROADWAY,WEST  159 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,05/20/2024 12:23:25 PM,12 MANHATTAN,,MANHATTAN,999755.0,243608.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83530941258234,-73.94396823407129,"(40.83530941258234, -73.94396823407129)",13090.0,47.0,4.0,23.0,21.0,21.0,2024
61208186,05/19/2024 02:17:36 PM,05/20/2024 01:41:31 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,69 HILLSIDE AVENUE,HILLSIDE AVENUE,HOWARD AVENUE,VAN DUZER STREET,HOWARD AVENUE,VAN DUZER STREET,ADDRESS,STATEN ISLAND,HILLSIDE AVENUE,,Closed,,The Department of Sanitation cleaned the location.,05/20/2024 06:15:49 AM,01 STATEN ISLAND,5006180436.0,STATEN ISLAND,958719.0,164369.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61779459445116,-74.09196294779528,"(40.617794594451155, -74.09196294779528)",10369.0,4.0,1.0,13.0,74.0,74.0,2024
61198922,05/18/2024 03:59:57 PM,05/21/2024 02:32:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,25 KNOX STREET,KNOX STREET,HOLTEN AVENUE,SEGUINE AVENUE,HOLTEN AVENUE,SEGUINE AVENUE,ADDRESS,STATEN ISLAND,KNOX STREET,,Closed,,The Department of Sanitation removed the items.,05/20/2024 04:53:19 AM,03 STATEN ISLAND,5066770059.0,STATEN ISLAND,929002.0,129901.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.52305144276975,-74.19872199156288,"(40.52305144276975, -74.19872199156288)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
61190377,05/17/2024 11:10:20 AM,06/01/2024 11:56:21 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10024.0,215 WEST   79 STREET,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   79 STREET,,Closed,,The Department of Sanitation removed the items.,05/17/2024 12:03:55 PM,07 MANHATTAN,1012270024.0,MANHATTAN,990093.0,224690.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78339642715984,-73.97890110737542,"(40.78339642715984, -73.97890110737542)",12421.0,20.0,4.0,19.0,12.0,12.0,2024
61186373,05/17/2024 09:32:19 AM,05/18/2024 02:11:14 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11434.0,174-15 137 AVENUE,137 AVENUE,174 STREET,175 STREET,174 STREET,175 STREET,ADDRESS,JAMAICA,137 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,05/18/2024 12:01:00 PM,12 QUEENS,4125690042.0,QUEENS,1048994.0,184622.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67318474150524,-73.76659747428121,"(40.67318474150524, -73.76659747428121)",24669.0,41.0,3.0,46.0,71.0,71.0,2024
61174546,05/16/2024 12:44:26 PM,05/17/2024 07:36:41 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,25 KNOX STREET,KNOX STREET,HOLTEN AVENUE,SEGUINE AVENUE,HOLTEN AVENUE,SEGUINE AVENUE,ADDRESS,STATEN ISLAND,KNOX STREET,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/17/2024 07:36:40 AM,03 STATEN ISLAND,5066770059.0,STATEN ISLAND,929002.0,129901.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.52305144276975,-74.19872199156288,"(40.52305144276975, -74.19872199156288)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
61175819,05/16/2024 12:16:27 PM,05/17/2024 07:37:03 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10308.0,212 GREENCROFT AVENUE,GREENCROFT AVENUE,KEEGANS LANE,FIELDWAY AVENUE,KEEGANS LANE,FIELDWAY AVENUE,ADDRESS,STATEN ISLAND,GREENCROFT AVENUE,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/17/2024 07:37:03 AM,03 STATEN ISLAND,5051180020.0,STATEN ISLAND,945510.0,139329.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.54901694117891,-74.13939831580552,"(40.54901694117891, -74.13939831580552)",10695.0,15.0,1.0,9.0,76.0,76.0,2024
61172002,05/16/2024 06:45:24 AM,05/22/2024 08:48:15 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10461.0,2939 MIDDLETOWN ROAD,MIDDLETOWN ROAD,PLYMOUTH AVENUE,GILLESPIE AVENUE,PLYMOUTH AVENUE,GILLESPIE AVENUE,ADDRESS,BRONX,MIDDLETOWN ROAD,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/17/2024 04:39:36 AM,10 BRONX,2041660010.0,BRONX,1030858.0,246703.0,PHONE,Unspecified,BRONX,,,,,,,,40.84369489528728,-73.8315472961475,"(40.84369489528728, -73.8315472961475)",11270.0,43.0,5.0,12.0,28.0,28.0,2024
61162813,05/15/2024 04:01:10 PM,05/16/2024 03:17:49 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11434.0,134 AVENUE,134 AVENUE,134 AVENUE,154 STREET,134 AVENUE,154 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,05/16/2024 01:31:05 PM,12 QUEENS,,QUEENS,1044660.0,183637.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6705117811444,-73.78223033246978,"(40.6705117811444, -73.78223033246978)",24669.0,41.0,3.0,46.0,71.0,71.0,2024
61167274,05/15/2024 07:41:41 AM,05/16/2024 03:18:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11434.0,132 AVENUE,132 AVENUE,132 AVENUE,154 STREET,132 AVENUE,154 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,05/16/2024 01:32:52 PM,12 QUEENS,,QUEENS,1044322.0,184216.0,PHONE,Unspecified,QUEENS,,,,,,,,40.672103301567766,-73.78344361062446,"(40.672103301567766, -73.78344361062446)",24669.0,41.0,3.0,46.0,71.0,71.0,2024
61150631,05/14/2024 04:52:20 PM,05/15/2024 12:55:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10308.0,212 GREENCROFT AVENUE,GREENCROFT AVENUE,KEEGANS LANE,FIELDWAY AVENUE,KEEGANS LANE,FIELDWAY AVENUE,ADDRESS,STATEN ISLAND,GREENCROFT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/15/2024 09:56:19 AM,03 STATEN ISLAND,5051180020.0,STATEN ISLAND,945510.0,139329.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.54901694117891,-74.13939831580552,"(40.54901694117891, -74.13939831580552)",10695.0,15.0,1.0,9.0,76.0,76.0,2024
61153441,05/14/2024 02:37:08 PM,05/15/2024 03:13:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11420.0,130-58 115 STREET,115 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,115 STREET,,Closed,,The Department of Sanitation removed the items.,05/15/2024 04:38:41 AM,10 QUEENS,4117210004.0,QUEENS,1033199.0,185077.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67453503684923,-73.82353506501492,"(40.67453503684923, -73.82353506501492)",24016.0,62.0,3.0,41.0,64.0,64.0,2024
61153442,05/14/2024 01:05:13 PM,05/15/2024 12:55:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10308.0,212 GREENCROFT AVENUE,GREENCROFT AVENUE,KEEGANS LANE,FIELDWAY AVENUE,KEEGANS LANE,FIELDWAY AVENUE,ADDRESS,STATEN ISLAND,GREENCROFT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/15/2024 09:56:16 AM,03 STATEN ISLAND,5051180020.0,STATEN ISLAND,945510.0,139329.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.54901694117891,-74.13939831580552,"(40.54901694117891, -74.13939831580552)",10695.0,15.0,1.0,9.0,76.0,76.0,2024
61150632,05/14/2024 08:02:33 AM,05/20/2024 02:59:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11694.0,114-03 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH  114 STREET,BEACH  115 STREET,BEACH  114 STREET,BEACH  115 STREET,ADDRESS,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,,Closed,,The Department of Sanitation cleaned the location.,05/14/2024 12:14:03 PM,14 QUEENS,,QUEENS,1029929.0,150727.0,PHONE,Unspecified,QUEENS,,,,,,,,40.58026916487084,-73.83555611015794,"(40.580269164870835, -73.83555611015794)",20532.0,51.0,3.0,41.0,58.0,58.0,2024
61141706,05/13/2024 06:29:13 PM,05/15/2024 07:10:49 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,The Department of Sanitation removed the items.,05/13/2024 08:24:16 PM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,Staten Island Expwy,East/Brooklyn Bound,Ramp,Clove Rd/Richmond Rd Targee St(Exit 13),,,,,,,,,,2024
61135061,05/12/2024 11:19:11 PM,05/13/2024 11:52:54 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11418.0,87-03 136 STREET,136 STREET,87 AVENUE,HILLSIDE AVENUE,87 AVENUE,HILLSIDE AVENUE,ADDRESS,RICHMOND HILL,136 STREET,,Closed,,The Department of Sanitation removed the items.,05/13/2024 05:12:24 AM,09 QUEENS,4096230001.0,QUEENS,1034405.0,196222.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70511868092717,-73.81910438181244,"(40.705118680927164, -73.81910438181244)",24014.0,46.0,3.0,28.0,60.0,60.0,2024
61134211,05/12/2024 04:25:48 PM,05/14/2024 02:21:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11361.0,35 AVENUE,35 AVENUE,35 AVENUE,CLEARVIEW EXPWY NB EN   35 AVE,35 AVENUE,CLEARVIEW EXPWY NB EN   35 AVE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,05/14/2024 04:43:41 AM,11 QUEENS,,QUEENS,1044917.0,218864.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76719935488431,-73.78098638674822,"(40.76719935488431, -73.78098638674822)",14196.0,26.0,3.0,20.0,69.0,69.0,2024
61134210,05/12/2024 04:21:33 PM,05/13/2024 02:33:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,1489 REMSEN AVENUE,REMSEN AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,REMSEN AVENUE,,Closed,,The Department of Sanitation cleaned the location.,05/13/2024 06:31:07 AM,18 BROOKLYN,3082550021.0,BROOKLYN,1012084.0,170504.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63462693467376,-73.89971632860838,"(40.63462693467376, -73.89971632860838)",13827.0,5.0,2.0,8.0,42.0,42.0,2024
61136800,05/12/2024 03:24:44 PM,05/15/2024 03:11:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11432.0,88-36 163 STREET,163 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,JAMAICA,163 STREET,,Closed,,The Department of Sanitation removed the items.,05/13/2024 01:32:33 PM,12 QUEENS,4097680051.0,QUEENS,1040008.0,197287.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7080083142285,-73.7988871138278,"(40.7080083142285, -73.7988871138278)",24340.0,41.0,3.0,24.0,61.0,61.0,2024
61134209,05/12/2024 02:30:03 PM,05/13/2024 02:33:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,1489 REMSEN AVENUE,REMSEN AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,REMSEN AVENUE,,Closed,,The Department of Sanitation cleaned the location.,05/13/2024 06:31:02 AM,18 BROOKLYN,3082550021.0,BROOKLYN,1012084.0,170504.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63462693467376,-73.89971632860838,"(40.63462693467376, -73.89971632860838)",13827.0,5.0,2.0,8.0,42.0,42.0,2024
